ID;Customer_ID;Month;Name;Age;SSN;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Type_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance;Credit_Score
0x1a2df;CUS_0x1c31;June;Siebelti;25;737-71-8641;Musician;29669,28;2534,44;7;9;22;7;Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, Personal Loan, and Payday Loan;51;18;27,41;13;_;3055,13;24,44177793;11 Years and 1 Months;Yes;111,2882062;10000;High_spent_Small_value_payments;352,2115128;Poor
0x1a2e0;CUS_0x1c31;July;Siebelti;25;737-71-8641;Musician;29669,28;2534,44;7;9;22;7;Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, Personal Loan, and Payday Loan;53;18;27,41;13;Bad;3055,13;32,25180805;11 Years and 2 Months;Yes;111,2882062;212,8935862;Low_spent_Small_value_payments;209,2622077;Poor
0x1a2e1;CUS_0x1c31;August;Siebelti;25;737-71-8641;Musician;29669,28;2534,44;7;9;22;7;Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, Personal Loan, and Payday Loan;46;18;27,41;13;Bad;3055,13;33,54568915;11 Years and 3 Months;Yes;111,2882062;108,0106401;Low_spent_Small_value_payments;324,1451537;Poor
0x1a2e6;CUS_0x15f7;January;Dhanyal;18;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;13;4,32;9;Standard;1902,05;34,10010789;16 Years and 10 Months;Yes;219,9813242;279,8410876;High_spent_Small_value_payments;260,5960882;Poor
0x1a2e7;CUS_0x15f7;February;Dhanyal;18;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;13;9,32;9;Standard;1902,05;35,15296641;16 Years and 11 Months;Yes;219,9813242;630,1117861;Low_spent_Small_value_payments;;Poor
0x1a2e8;CUS_0x15f7;March;Dhanyal;18;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;44;13;11,32;14;Standard;1902,05;24,05385978;17 Years and 0 Months;Yes;219,9813242;441,4171161;Low_spent_Medium_value_payments;109,0200597;Poor
0x1a2e9;CUS_0x15f7;April;Dhanyal;18;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;38;13;9,32;14;Standard;1902,05;40,69016121;17 Years and 1 Months;Yes;219,9813242;369,1580728;Low_spent_Medium_value_payments;191,279103;Poor
0x1a2ea;CUS_0x15f7;May;Dhanyal;18;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;15;7,32;14;Standard;1902,05;29,37027949;17 Years and 2 Months;Yes;219,9813242;219,2715667;Low_spent_Medium_value_payments;341,1656092;Standard
0x1a2eb;CUS_0x15f7;June;Dhanyal;19;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;10;7,32;14;Standard;1902,05;39,07860555;17 Years and 3 Months;Yes;219,9813242;447,1386288;Low_spent_Small_value_payments;123,2985471;Standard
0x1a2ec;CUS_0x15f7;July;Dhanyal;19;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;13;9,32;14;Standard;1902,05;33,6923825;17 Years and 4 Months;Yes;219,9813242;341,9680954;Low_spent_Medium_value_payments;218,4690804;Poor
0x1a2ed;CUS_0x15f7;August;Dhanyal;19;291-88-9685;Engineer;60314,22;5004,185;10;7;16;7;Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Not Specified;43;10;7,32;14;Standard;1902,05;26,78270535;17 Years and 5 Months;Yes;219,9813242;142,2551703;High_spent_Medium_value_payments;388,1820056;Poor
0x1a2f2;CUS_0x44bb;January;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;26;11;6,81;1;Good;1128,73;34,64266254;26 Years and 11 Months;No;0;255,9455658;High_spent_Medium_value_payments;677,0221842;Good
0x1a2f3;CUS_0x44bb;February;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;26;10;6,81;1;Good;1128,73;29,95082577;27 Years and 0 Months;No;0;;Low_spent_Medium_value_payments;523,2682538;Good
0x1a2f4;CUS_0x44bb;March;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;26;13;6,81;1;Good;1128,73;23,54403983;27 Years and 1 Months;No;0;643,2921213;Low_spent_Medium_value_payments;319,6756287;Good
0x1a2f5;CUS_0x44bb;April;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;30;10;6,81;1;Good;1128,73;27,99429565;27 Years and 2 Months;No;0;242,68904;Low_spent_Small_value_payments;730,27871;Standard
0x1a2f6;CUS_0x44bb;May;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;21;10;6,81;1;Good;1128,73;32,99587117;27 Years and 4 Months;No;0;346,4876289;Low_spent_Small_value_payments;626,4801211;Standard
0x1a2f7;CUS_0x44bb;June;Kevin Yaod;4287;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;26;10;10,81;3;Good;1128,73;41,35634877;27 Years and 4 Months;No;0;97,83744263;High_spent_Medium_value_payments;835,1303074;Standard
0x1a2f8;CUS_0x44bb;July;Kevin Yaod;35;017-64-6143;Mechanic;80132,13;6829,6775;4;4;8;0;;26;10;6,81;3;Good;1128,73;29,16683592;27 Years and 5 Months;No;0;69,46207;High_spent_Large_value_payments;853,50568;Good
0x1a2f9;CUS_0x44bb;August;Kevin Yaod;4287;017-64-6143;Mechanic;80132,13;6829,6775;4;1129;8;0;;26;10;10,81;3;Good;1128,73;44,04255053;27 Years and 6 Months;No;0;89,98006878;High_spent_Large_value_payments;832,9876812;Good
0x1a2fe;CUS_0xc2a6;January;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;14;10,66;0;Standard;274,65;37,6683418;32 Years and 2 Months;Yes;0;61,64830323;Low_spent_Medium_value_payments;281,9948218;Standard
0x1a2ff;CUS_0xc2a6;February;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;1458;19;0;;15;17;10,66;0;Standard;274,65;24,89051509;32 Years and 3 Months;Yes;0;48,94573248;Low_spent_Medium_value_payments;284,6973925;Standard
0x1a300;CUS_0xc2a6;March;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;16;17,66;0;Standard;274,65;36,36894998;32 Years and 4 Months;Yes;0;10000;Low_spent_Small_value_payments;276,929222;Standard
0x1a301;CUS_0xc2a6;April;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;17;10,66;0;Standard;274,65;36,21383697;32 Years and 5 Months;Yes;0;46,70931185;Low_spent_Small_value_payments;296,9338131;Standard
0x1a302;CUS_0xc2a6;May;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;15;10,66;0;Standard;274,65;28,57845064;32 Years and 6 Months;Yes;0;46,81767424;Low_spent_Medium_value_payments;286,8254508;Standard
0x1a303;CUS_0xc2a6;June;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;19;17;10,66;4;Standard;274,65;37,55878563;32 Years and 7 Months;Yes;0;32,39825247;Low_spent_Small_value_payments;311,2448725;Standard
0x1a304;CUS_0xc2a6;July;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;17;10,66;4;Standard;274,65;29,21866995;32 Years and 8 Months;Yes;0;37,13878322;Low_spent_Small_value_payments;306,5043418;Standard
0x1a305;CUS_0xc2a6;August;Lisa Baertleink;29;926-62-5300;Journalist;9869,175;536,43125;7;7;19;0;;15;17;10,66;4;Standard;274,65;27,46940317;32 Years and 9 Months;Yes;0;63,7916124;Low_spent_Small_value_payments;279,8515126;Standard
0x1a30a;CUS_0x2ccc;January;Tangj;29;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;18;1,02;2;Standard;681,31;36,0684805;17 Years and 4 Months;Yes;0;10000;Low_spent_Small_value_payments;553,325995;Standard
0x1a30b;CUS_0x2ccc;February;Tangj;29;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;18;_;2;Standard;681,31;31,40303364;17 Years and 4 Months;Yes;0;158,2901053;Low_spent_Medium_value_payments;636,9358947;Standard
0x1a30c;CUS_0x2ccc;March;Tangj;29;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;18;1,02;2;Standard;681,31;37,29081045;17 Years and 6 Months;Yes;0;218,9291873;Low_spent_Medium_value_payments;596,2968127;Standard
0x1a30d;CUS_0x2ccc;April;Tangj;29;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;1;21;1,02;2;Standard;681,31;33,45800655;17 Years and 6 Months;Yes;0;464,3514908;Low_spent_Small_value_payments;360,8745092;Good
0x1a30e;CUS_0x2ccc;May;Tangj;30;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;17;1,02;2;Standard;681,31;34,11650021;17 Years and 7 Months;Yes;0;193,1614674;High_spent_Small_value_payments;602,0645326;Good
0x1a30f;CUS_0x2ccc;June;Tangj;30;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;17;1,02;2;Standard;681,31;36,89271234;17 Years and 8 Months;Yes;36333;215,147641;High_spent_Small_value_payments;580,078359;Good
0x1a310;CUS_0x2ccc;July;Tangj;30;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;18;1,02;2;Standard;681,31;31,10984376;17 Years and 9 Months;Yes;0;;High_spent_Medium_value_payments;698,0180091;Good
0x1a311;CUS_0x2ccc;August;Tangj;30;634-04-8743;Scientist;63675,12;5352,26;3;4;14;0;;6;17;1,02;2;Standard;681,31;32,90992709;17 Years and 10 Months;Yes;0;402,4582405;Low_spent_Small_value_payments;422,7677595;Good
0x1a316;CUS_0x2dd8;January;Daniel Flynns;40;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;16;10,66;1;Standard;967,93;27,2511474;32 Years and 10 Months;No;0;184,26523;High_spent_Large_value_payments;781,5704367;Standard
0x1a317;CUS_0x2dd8;February;Daniel Flynns;40;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;15;10,66;1;Standard;967,93;42,0122242;32 Years and 11 Months;No;0;120,8447225;High_spent_Large_value_payments;844,9909441;Standard
0x1a318;CUS_0x2dd8;March;Daniel Flynns;40;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;27;15;9,66;1;Standard;967,93;36,84594811;33 Years and 0 Months;No;0;117,3730292;High_spent_Large_value_payments;848,4626375;Standard
0x1a319;CUS_0x2dd8;April;Daniel Flynns;41;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;15;10,66;1;Standard;967,93;31,19549934;33 Years and 1 Months;No;0;457,2204002;Low_spent_Large_value_payments;538,6152664;Standard
0x1a31a;CUS_0x2dd8;May;Daniel Flynns;41;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;17;3,66;1;Standard;967,93;34,32289222;33 Years and 2 Months;No;0;504,5766855;High_spent_Small_value_payments;481,2589812;Standard
0x1a31b;CUS_0x2dd8;June;Daniel Flynns;41;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;16;_;1;Standard;967,93;32,6349154;33 Years and 3 Months;No;0;129,7866365;High_spent_Large_value_payments;836,0490302;Standard
0x1a31c;CUS_0x2dd8;July;Daniel Flynns;41;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;26;12;10,66;1;Standard;967,93;32,36451376;33 Years and 4 Months;No;0;363,5265025;Low_spent_Medium_value_payments;642,3091642;Poor
0x1a31d;CUS_0x2dd8;August;Daniel Flynns;41;916-34-1696;Lawyer;90292,28;7258,356667;4;4;7;0;;24;16;_;1;Standard;967,93;30,16650259;33 Years and 5 Months;No;0;145,2561675;High_spent_Small_value_payments;840,5794992;Poor
0x1a322;CUS_0x4fc4;January;Hoc;27;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;2;1,56;1;Good;1152,36;31,40434072;30 Years and 5 Months;No;46,47327354;100,1654888;High_spent_Small_value_payments;285,4511543;Good
0x1a323;CUS_0x4fc4;February;Hoc;27;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;2;1,56;1;Good;1152,36;26,58480141;30 Years and 6 Months;No;46,47327354;172,5980029;Low_spent_Small_value_payments;243,0186403;Good
0x1a324;CUS_0x4fc4;March;Hoc;27;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;3;1,56;3;Good;1152,36;39,95822568;30 Years and 7 Months;No;46,47327354;10000;High_spent_Medium_value_payments;339,256716;Good
0x1a325;CUS_0x4fc4;April;Hoc;28;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;2;1,56;3;Good;1152,36;28,12828234;30 Years and 8 Months;No;46,47327354;;Low_spent_Large_value_payments;333,4637306;Good
0x1a326;CUS_0x4fc4;May;Hoc;28;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;3;2;1,56;3;Good;1152,36;23,77974714;30 Years and 9 Months;No;72535;125,0379973;Low_spent_Medium_value_payments;280,5786458;Good
0x1a327;CUS_0x4fc4;June;Hoc;28;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;3;1,56;3;_;1152,36;22,90890661;30 Years and 10 Months;No;46,47327354;154,715603;Low_spent_Medium_value_payments;250,9010401;Good
0x1a328;CUS_0x4fc4;July;Hoc;28;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;0;2;1,56;3;Good;1152,36;37,44491897;30 Years and 11 Months;No;46,47327354;201,1078512;Low_spent_Large_value_payments;214,5087919;Good
0x1a329;CUS_0x4fc4;August;Hoc;28;142-05-3521;Musician;21454,79;1720,899167;0;6;12;4;Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan;4;2;1,56;3;Good;1152,36;26,75154312;31 Years and 0 Months;No;46,47327354;10000;Low_spent_Large_value_payments;301,2893129;Good
0x1a32e;CUS_0x5875;January;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;0;Standard;1451,24;35,0480751;16 Years and 7 Months;Yes;0;53,20557329;Low_spent_Large_value_payments;432,6400934;Standard
0x1a32f;CUS_0x5875;February;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;0;Standard;1451,24;27,79295406;16 Years and 8 Months;Yes;0;108,8195657;Low_spent_Large_value_payments;377,026101;Standard
0x1a330;CUS_0x5875;March;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;0;Standard;1451,24;32,96504747;16 Years and 9 Months;Yes;0;43,27947056;High_spent_Medium_value_payments;422,5661961;Standard
0x1a331;CUS_0x5875;April;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;2;Standard;1451,24;29,44763551;16 Years and 10 Months;Yes;0;73,26495801;High_spent_Medium_value_payments;392,5807087;Standard
0x1a332;CUS_0x5875;May;Scottr;2558;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;2;Standard;1451,24;31,27911902;16 Years and 11 Months;Yes;0;73,05119562;Low_spent_Medium_value_payments;422,794471;Standard
0x1a333;CUS_0x5875;June;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;7;16;17,96;2;Standard;1451,24;27,96991884;17 Years and 0 Months;Yes;0;87,39804196;Low_spent_Small_value_payments;418,4476247;Standard
0x1a334;CUS_0x5875;July;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;8;16;17,96;2;Standard;1451,24;25,93316906;17 Years and 1 Months;Yes;0;50,71945821;High_spent_Small_value_payments;425,1262085;Standard
0x1a335;CUS_0x5875;August;Scottr;41;789-70-0408;Engineer;23621,48;2158,456667;5;4;18;0;;9;16;17,96;2;Standard;1451,24;30,46320334;17 Years and 2 Months;Yes;0;80,64909427;Low_spent_Medium_value_payments;415,1965724;Standard
0x1a33a;CUS_0x7ae1;January;Schnurra;21;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;30;13;6,39;2;Standard;457,78;37,10651959;21 Years and 5 Months;No;13,78669997;;High_spent_Medium_value_payments;398,8896607;Standard
0x1a33b;CUS_0x7ae1;February;Schnurra;21;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;-100;Not Specified;30;13;6,39;2;Standard;457,78;23,23550037;21 Years and 6 Months;No;13,78669997;62,17199029;High_spent_Small_value_payments;399,7407264;Standard
0x1a33c;CUS_0x7ae1;March;Schnurra;21;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;30;13;6,39;2;Standard;457,78;39,74203482;21 Years and 8 Months;No;13,78669997;158,7787994;Low_spent_Large_value_payments;313,1339173;Standard
0x1a33d;CUS_0x7ae1;April;Schnurra;22;416-76-5161;Teacher;23939,93;0;6;3;6;1;Not Specified;30;13;6,39;2;Standard;457,78;24,84128758;21 Years and 8 Months;No;9853;132,8917352;High_spent_Small_value_payments;329,0209815;Standard
0x1a33e;CUS_0x7ae1;May;Schnurra;22;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;30;13;6,39;2;Standard;457,78;35,96365332;21 Years and 10 Months;No;13,78669997;;Low_spent_Medium_value_payments;266,484126;Standard
0x1a33f;CUS_0x7ae1;June;Schnurra;22;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;30;11;6,39;2;Standard;457,78;29,20073965;21 Years and 10 Months;No;13,78669997;84,24155865;Low_spent_Small_value_payments;407,671158;Standard
0x1a340;CUS_0x7ae1;July;Schnurra;22;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;33;15;6,39;2;Standard;457,78;29,8576279;21 Years and 11 Months;No;13,78669997;48,16283303;High_spent_Large_value_payments;393,7498837;Standard
0x1a341;CUS_0x7ae1;August;Schnurra;22;416-76-5161;Teacher;23939,93;2156,994167;6;3;6;1;Not Specified;30;11;6,39;2;Standard;457,78;28,06089826;22 Years and 0 Months;No;39675;52,54463812;Low_spent_Large_value_payments;419,3680786;Standard
0x1a346;CUS_0x6bb5;January;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;14;9;1,39;297;Good;202,48;36,12670043;15 Years and 1 Months;No;66,2591189;918,0327365;Low_spent_Medium_value_payments;496,9878113;Good
0x1a347;CUS_0x6bb5;February;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;14;11;1,39;2;Good;202,48;24,37347652;15 Years and 2 Months;No;66,2591189;1550,679016;Low_spent_Small_value_payments;;Standard
0x1a348;CUS_0x6bb5;March;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;11;12;-5,61;2;Good;202,48;41,75125748;15 Years and 3 Months;No;66,2591189;108,5914136;High_spent_Large_value_payments;1266,429134;Good
0x1a349;CUS_0x6bb5;April;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;14;11;1,39;2;Good;202,48;45,36467906;15 Years and 4 Months;No;66,2591189;250,0767793;High_spent_Large_value_payments;1124,943768;Standard
0x1a34a;CUS_0x6bb5;May;Jonesb;25;261-94-4500;Architect;141477,56;0;2;1;3;1;Credit-Builder Loan;9;11;1,39;2;Good;202,48;34,86654894;15 Years and 5 Months;No;66,2591189;238,2406976;High_spent_Large_value_payments;1136,77985;Standard
0x1a34b;CUS_0x6bb5;June;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;13;11;2,39;2;Good;202,48;37,16733431;15 Years and 6 Months;No;66,2591189;10000;Low_spent_Large_value_payments;871,9351939;Standard
0x1a34c;CUS_0x6bb5;July;Jonesb;26;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;14;8;1,39;2;Good;202,48;28,4014168;15 Years and 7 Months;No;66,2591189;821,6363351;Low_spent_Medium_value_payments;593,3842127;Good
0x1a34d;CUS_0x6bb5;August;Jonesb;25;261-94-4500;Architect;141477,56;12012,79667;2;1;3;1;Credit-Builder Loan;14;11;2,39;2;Good;202,48;41,10905417;15 Years and 8 Months;No;66,2591189;824,5129225;Low_spent_Medium_value_payments;590,5076253;Good
0x1a352;CUS_0x5fd5;January;Jeremyj;54;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;20;18;5,4;4;Standard;853,65;24,34559835;25 Years and 2 Months;No;0;30,96533299;High_spent_Large_value_payments;359,655917;Standard
0x1a353;CUS_0x5fd5;February;Jeremyj;54;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;20;15;5,4;5;Standard;853,65;24,24992507;25 Years and 2 Months;No;0;84,3240303;Low_spent_Small_value_payments;356,2972197;Standard
0x1a354;CUS_0x5fd5;March;Jeremyj;54;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;19;20;5,4;5;Standard;853,65;39,10274136;25 Years and 3 Months;No;0;140,6962141;Low_spent_Small_value_payments;299,9250359;Standard
0x1a355;CUS_0x5fd5;April;Jeremyj;54;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;20;17;5,4;5;Standard;853,65;26,93346836;25 Years and 4 Months;No;0;;High_spent_Medium_value_payments;352,5063983;Standard
0x1a356;CUS_0x5fd5;May;Jeremyj;54;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;21;17;5,4;5;Standard;853,65;40,08309968;25 Years and 5 Months;No;0;82,84938892;Low_spent_Small_value_payments;357,7718611;Standard
0x1a357;CUS_0x5fd5;June;Jeremyj;55;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;21;17;5,4;5;Standard;853,65;25,1135602;25 Years and 7 Months;No;0;46,0488075;High_spent_Medium_value_payments;354,5724425;Standard
0x1a358;CUS_0x5fd5;July;Jeremyj;55;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;20;17;5,4;5;Standard;853,65;32,58238101;25 Years and 7 Months;No;0;140,5398961;Low_spent_Small_value_payments;300,0813539;Poor
0x1a359;CUS_0x5fd5;August;Jeremyj;55;605-85-1239;Accountant;21338,55;1506,2125;8;4;16;0;;20;17;5,4;5;Standard;853,65;38,68005489;25 Years and 8 Months;No;0;75,35531981;Low_spent_Small_value_payments;365,2659302;Poor
0x1a35e;CUS_0xcc2;January;Bakerf;39;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;7;15,25;12;Standard;1347,44;36,49003211;8 Years and 3 Months;Yes;22,87077833;69,04864336;Low_spent_Small_value_payments;365,5851616;Poor
0x1a35f;CUS_0xcc2;February;Bakerf;39;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;10;12,25;12;Standard;1347,44;25,84893653;8 Years and 4 Months;Yes;23741;56,45905273;High_spent_Large_value_payments;338,1747523;Poor
0x1a360;CUS_0xcc2;March;Bakerf;39;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;7;20,25;12;Standard;1347,44;29,87762951;8 Years and 5 Months;Yes;22,87077833;41,08908436;High_spent_Large_value_payments;343,5447206;Poor
0x1a361;CUS_0xcc2;April;Bakerf;39;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;10;19,25;12;Standard;1347,44;26,43930193;8 Years and 6 Months;Yes;22,87077833;100,2192562;Low_spent_Small_value_payments;334,4145488;Poor
0x1a362;CUS_0xcc2;May;Bakerf;40;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;10;15,25;12;Standard;1347,44;38,85038011;8 Years and 8 Months;Yes;22,87077833;31,83960818;High_spent_Small_value_payments;372,7941968;Poor
0x1a363;CUS_0xcc2;June;Bakerf;40;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;12;15,25;12;Standard;1347,44;40,37578827;8 Years and 8 Months;Yes;22,87077833;75,08824611;Low_spent_Medium_value_payments;349,5455589;Poor
0x1a364;CUS_0xcc2;July;Bakerf;40;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;11;15,25;12;Standard;1347,44;35,54279242;8 Years and 9 Months;Yes;22,87077833;59,52776222;Low_spent_Small_value_payments;375,1060428;Poor
0x1a365;CUS_0xcc2;August;Bakerf;40;632-81-0014;Manager;17532,55;1675,045833;4;9;31;3;Payday Loan, Payday Loan, and Home Equity Loan;10;12;15,25;12;Standard;1347,44;23,94401102;8 Years and 10 Months;Yes;22,87077833;170,8606124;Low_spent_Small_value_payments;263,7731926;Poor
0x1a36a;CUS_0x4953;January;Reddallr;22;181-95-5782;Mechanic;9807,79;1071,315833;10;9;16;9;Auto Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, and Personal Loan;22;21;4,94;10;Bad;2138,8;26,13087581;15 Years and 8 Months;Yes;65,11735345;138,7059366;Low_spent_Small_value_payments;193,3082933;Standard
0x1a36b;CUS_0x4953;February;Reddallr;22;181-95-5782;Mechanic;9807,79;1071,315833;10;9;16;9;Auto Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, and Personal Loan;22;27;4,94;1588;Bad;2138,8;28,81310168;15 Years and 9 Months;Yes;65,11735345;136,1789133;Low_spent_Small_value_payments;195,8353166;Poor
0x1a36c;CUS_0x4953;March;Reddallr;22;181-95-5782;Mechanic;9807,79;1071,315833;10;827;16;9;Auto Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, and Personal Loan;22;21;4,94;10;Bad;2138,8;32,29713164;15 Years and 10 Months;Yes;65,11735345;24,20938422;High_spent_Medium_value_payments;267,8048457;Poor
